pays,apprenant,mot (interlangue),transcription automatique,transcription manuelle
NL,2106,ulicza,babcia anna proszę iść prosto na ulicę niska iść na szpital skręć się prosto skręć się prosto skręć się prosto skręć się w prawo a ulicę julijewska słowackiego i proszę iść prosto prosto prosto obok restaurancza obok teatru obok szkoły obok uniwersytetu a ulicę dobrej iść na sklep a ulicę dobrej skręć się w lewo w lewo tak i z nasz sklep tak a w lewo jest zielony dom numer 4,babcia Anna proszę iść prosto a ulicza niska iść na na szpital szkręcza pr prosto ne prawo szkręczać w prawo a ulicza julieszka słowackiego i proszę iść prosto prosto prosto obok restoranczja obok teatr obok szkola obok uniwerszitet a ulicza dobra iść na szklep szkręcza w lewo tak i zna sklep a w lewo jest zielon zielony dom numer sztery
NL,2106,szkręcza,,
NL,2106,szkręczać,,
NL,2106,ulicza,,
NL,2106,julieszka,,
NL,2106,restoranczja,,
NL,2106,szkola,,
NL,2106,uniwerszitet,,
NL,2106,ulicza,,
NL,2106,szklep,,
NL,2106,szkręcza,,
NL,2106,zielon,,
NL,2106,sztery,,
NL,2118,sztery,ulicy dobrej 4 jestem obok sklepu i obok parku proszę iść prosto na ulicę nińska za szpital proszę skręcić na prawo w ulicy juliu za słowackiego proszę iść prosto obok restauracja i obok szkoły obok uniwersytetu i za szklep proszę skręcić w lewo na ulicę dobrej i obok za szklep jest ulica dobrej nr 2 nr 4 po lewej,ulice dobry sztery jestem obok szklep i obok park proszę iśt prosto ulica niska tza szpital proszę skręcić na prawo w ulica juliusz juliusza slowackiego proszę iść prosto obok restoraczja i obok szkoła obok uniwersytet i za szklep proszę szkręcić w lewo ulica dro dobra i obok za szklep jest ulica dobra numero sztery po lewe
NL,2118,szklep,,
NL,2118,iśt,,
NL,2118,tza,,
NL,2118,slowackiego,,
NL,2118,restoraczja,,
NL,2118,szklep,,
NL,2118,szkręcić,,
NL,2118,dro,,
NL,2118,szklep,,
NL,2118,numero,,
NL,2118,sztery,,
NL,2116,spitalem,proszę iść prosto ulica niska za szpitalem skręcić w prawo proszę iść prosto obok teatru obok szkoły obok uniwersytetu i za sklepem skręć w lewo ulica dobra i ulica dobra jest dobra 4 jest na lewo,tak proszę idź prosto ulica niska za spitalem skręcić w prawo proszę idź prosto obok teatr obok skola obok uniwersitet i za sklepem skręć w lewo ulica dobra i ulica dobra jest dobra sztery jest na lewo
NL,2116,skola,,
NL,2116,uniwersitet,,
NL,2116,sztery,,
NL,2107,ulicza,proszę prosto ulica niska proszę proszę skręcić na prawo do szpitala na prawo do no dobrze proszę prosto i ludzie dzielą się słowem niemieckim proszę prosto obok szkoły obok uniwersytetu i ten sklep proszę proszę skręcić na lewo i proszę prosto i na lewo jest ulicy dobrej 4,proszę proszą proszę prosto ulicza niska i proszę skręcić na prewo za szpitalem proszę pres prosto i luczi juliżasi slowacziego proszę prosto obok skola obok juniwersitet i sza szklep proszę skrędzić na wo na dole na lewo i proszę prosto i na lewo jest julicza dobra czjery
NL,2107,prewo,,
NL,2107,pres,,
NL,2107,luczi,,
NL,2107,juliżasi,,
NL,2107,slowacziego,,
NL,2107,skola,,
NL,2107,juniwersitet,,
NL,2107,szklep,,
NL,2107,skrędzić,,
NL,2107,julicza,,
NL,2107,czjery,,
NL,2108,restoracja,proszę iść prosto a ulica niska za szpitalem proszę skręcić w prawo a ulica juliusza słowackiego proszę iść prosto prosto obok restauracja obok teatru obok szkoły za sklepem proszę skręcić w lewo ta jest ulica dobra a nr 4 jest na lewo,proszę iść prosto a ulica niska za szpitalem proszę skręcić w prawo a ulica juliu juliusza słowackiego proszę iść prosto prosto obok restoracja obok teatru obok skołe za sklepem proszę skręcić w lewo ta jest ulica dobra a numer sztery jest a lewo na lewo
NL,2108,skołe,,
NL,2108,sztery,,
NL,2101,ulicza,proszę iść po prostu ulicę niska za hospitałem skręcić po prostu w prawo ulicę słowaksiego proszę iść po prostu po prostu po prostu po prostu obok sklepu skręcić w lewo obok park obok sklep ulica dobra nr 4,proszę iść prosto ulicza niska za hospital kręciks prosto na na w prewo w prawo uliczia słowa słowaksiego proszę iść prosto prosto prosto prosto obok szklep szkręcić w lewo obok park obok szklep uliczia dobra numer cztery
NL,2101,hospital,,
NL,2101,kręciks,,
NL,2101,prewo,,
NL,2101,uliczia,,
NL,2101,słowaksiego,,
NL,2101,szklep,,
NL,2101,szkręcić,,
NL,2101,szklep,,
NL,2101,uliczia,,
UK,3102,ulicja,proszę iż proste ulicia niska obok zapital strategie prawo ulicia juliane z słow-wachsliga obok zapital obok restaurantaż obok w szkole obok teatr obok sklep strangik lewo ulicia dobla slewi,proszę iś proste ulicja niska obok zapital stradżik prawo ulicja żulianizi slowłasigo obok zapital obok restrantaże obok zskola obok teatre obak sklep strędżik lewo ulicja dobra
UK,3102,zapital,,
UK,3102,stradżik,,
UK,3102,ulicja,,
UK,3102,żulianizi,,
UK,3102,slowłasigo,,
UK,3102,zapital,,
UK,3102,restrantaże,,
UK,3102,zskola,,
UK,3102,teatre,,
UK,3102,obak,,
UK,3102,strędżik,,
UK,3102,ulicja,,
UK,3115,iszte,proszę im jeszcze proszto i za szpital proszę skręcić w prawo ulicę słowackiego proszę iść prosto obok restauracji i obok teatry i za sklep o no o o sorry i za sklep proszę skręcić w lewo ulicę dobrą i za sklep proszę skręcić w lewo,proszę iszte proszto i za szpital proszę skręcić w prawo w ulicę słowackiego proszę iśte proszto obok restaracji i obok teatre i za sklep za szklepem proszę skręcić w lewo w olicę dobra i i zna znaduj zię w lewo
UK,3115,proszto,,
UK,3115,iśte,,
UK,3115,proszto,,
UK,3115,restaracji,,
UK,3115,teatre,,
UK,3115,szklepem,,
UK,3115,olicę,,
UK,3115,znaduj,,
UK,3115,zię,,
UK,3119,proszto,proszę iść prosto aż pytał skręcić prawo proszę iść prosto a słowackiego i proszę iść prosto a sklep skręcić świtło,proszę iść proszto a szpital skręcić prawo i proszę proszto a słowackiego i proszę proszto i a sklep skręcić lewo
UK,3119,proszto,,
UK,3119,proszto,,
UK,3112,prosteu,dzień dobry jak masz na imię ma na imię helen dziękuję first part jesteśmy na stacji kolejowej w krakowie ja jestem turystą z warsztatem jesteśmy na stacji kolejowej w krakowie ja jestem turystą z warszawy ty mieszkasz w krakowie ja pytam ciebie o informację przepraszam jak dojść na ulicę do brącztery nie się nie zauważy przepraszam jak dojść na ulicę do brącztery ja jestem turystą z warsztatem ty mieszkasz w krakowie ja jestem turystą z warsztatem ty mieszkasz w brącztery ja jestem turystą z warsztatem ty mieszkasz w brącztery nie zauważy dziękuję bardzo,proszę iś prosteu ulica niska za spital skręcić w praweu w ulicę juliske slowakiego proszę iś prosteu obok restracji obok tieat obok szkola za szklepe skręcić leweu naguje się na leweu
UK,3112,spital,,
UK,3112,praweu,,
UK,3112,juliske,,
UK,3112,slowakiego,,
UK,3112,prosteu,,
UK,3112,restracji,,
UK,3112,tieat,,
UK,3112,szkola,,
UK,3112,szklepe,,
UK,3112,leweu,,
UK,3112,naguje,,
UK,3112,leweu,,
UK,3109,ulisa,iść prosto ulicy niska obok spytan skręci się z powrotem ulicy dula ulicy swalckiego obok restauracji obok goła obok teatry obok sklep skręci się z ulicy dobrej a dom kawalski nr 6,idź prosto ulisa niska obok spital skręcić prawo ulisa dżola dżuliska słowackiego obok restracji obok skoła obok teaczre obok sklep skręcinć ulisze dobre dom kowalski numeu stery
UK,3109,spital,,
UK,3109,ulisa,,
UK,3109,dżola,,
UK,3109,dżuliska,,
UK,3109,restracji,,
UK,3109,skoła,,
UK,3109,teaczre,,
UK,3109,skręcinć,,
UK,3109,ulisze,,
UK,3109,numeu,,
UK,3114,juliuza,olicy są słowackiego proszę iść prosto obok restauracji obok szkola obok teatra i żar szklebo proszę skręcić olicę dobre proszę iść prosto dom znajdowsze w level,proszę iś prosto ulica niska za szpital proszę skręcić w prawo ulice juliuza slowackiego proszę iśt prosto obok restraca obok szkola obok teatre i za szklepe proszę skręcić ulisę dobra proszę iś prosto dom znajduje się w lewo
UK,3114,slowackiego,,
UK,3114,iśt,,
UK,3114,restraca,,
UK,3114,szkola,,
UK,3114,teatre,,
UK,3114,szklepe,,
UK,3114,ulisę,,
UK,3117,prastou,proszę iść presto ulicze niska i zbytal,proszę iść prastou ulicza niska i a za spital lewo skręczen lewen lewou ulicza dżulienca i iś pros iśt prosteu ulicza stowancziengeu a ulicz dobra skrenczen le leweu
UK,3117,ulicza,,
UK,3117,spital,,
UK,3117,skręczen,,
UK,3117,lewen,,
UK,3117,lewou,,
UK,3117,ulicza,,
UK,3117,dżulienca,,
UK,3117,iśt,,
UK,3117,prosteu,,
UK,3117,ulicza,,
UK,3117,stowancziengeu,,
UK,3117,ulicz,,
UK,3117,skrenczen,,
UK,3117,leweu,,
UK,3108,uliszia,proszę iść prosto z ulicy niska za szpitalem skręcić prawo w ulicy słowakiego iść prosto obok restauracji szkola uniwersytet za szklepem skręcić lewo w lewo w ulicie dorba don makowalski w lewo,proszę idź prosto z uliszia niska za szpitalem skręczić prawo skręcić w prawo w ulisję ulica słowakiego iść prosto obok restracje szkole uniwersytet za szklepem skrędzić lewo w lewo w ulisja dorba doma kowalski w lewo
UK,3108,skręczić,,
UK,3108,ulisję,,
UK,3108,słowakiego,,
UK,3108,restracje,,
UK,3108,szklepem,,
UK,3108,skrędzić,,
UK,3108,ulisja,,
UK,3108,dorba,,
UK,3108,doma,,
UK,3107,prostro,proszę iść prostro w ulicze misko obok szpital za szpitalem proszę skręcić wyprawo w ulicze luliusa słowackiego proszę iść prostro obok restauracja obok szkoła obok teatr za szklepem proszę skręcić w lewo w ulicze dobrej numer cztery za naszewę na lewo,proszę iś prostro w ulica nisko obok obok szpital za szpitalem proszę skręcić w prawo w ulica juliusa słowackiego iś proszę iś prostro obok restoracja obok skoło obok teatre i za szklepem proszę skręcić w lewo w ulica dobra numer czery żanaszewe ne naszewa żę na lewo
UK,3107,juliusa,,
UK,3107,prostro,,
UK,3107,restoracja,,
UK,3107,skoło,,
UK,3107,teatre,,
UK,3107,szklepem,,
UK,3107,czery,,
UK,3107,żanaszewe,,
UK,3107,naszewa,,
UK,3107,żę,,
UK,3116,proszto,proszę iść proś do ulicy niska za szpitalem proszę skręcić w prawo proszę iść proś do obok restauracja obok teater za szklepem proszę skręcić w lewo bo najduje się stery ulicy dobra na lewo,proszę idź proszto alica niska za szpitalem proszę szkręcić w prawo proszę idź proszto obok restoracja obok teatre za szklepem proszę szkręcić w lewo znajduje się cztery ulica dobra na lewo
UK,3116,alica,,
UK,3116,szkręcić,,
UK,3116,proszto,,
UK,3116,restoracja,,
UK,3116,teatre,,
UK,3116,szklepem,,
UK,3116,szkręcić,,
UK,3113,zo,proszę proszę iść powsta ulicjaniska to specjal proszę skaczyć prawo iść po prostu ulicja ulicja w słowach jego obok muzeum obok reserwacji obok szkoła teatr proszę skręcić proszę skręcić ulicja do ulicy dobrej 4 tom kowalski,proszę proszę iść prosto ulica niska zo zo spital proszę skaczie w prawo iś prosto ulicja ulisja słowakiego obok muzeum obok restauracji obok szkoła tieatr poszę skręcie proszę skręcie w lewo ulicja dobra najduje się na lewo dom kowalski zielony dom
UK,3113,zo,,
UK,3113,spital,,
UK,3113,skaczie,,
UK,3113,ulicja,,
UK,3113,ulisja,,
UK,3113,słowakiego,,
UK,3113,tieatr,,
UK,3113,poszę,,
UK,3113,ulicja,,
UK,3113,najduje,,
GE,4109,skęczać,proszę i czy prosto i prosto ulica niska i potem skęszacz prawu za hotelu ulica na sebaszej ulica juliusze słowackiego i prosto prosto prosto obok restauracji szkole uniwersytet i sklepu i salsklepu skręszacz lewo ulica dobra i obok sklepu i park jest dom,proszę idź prostu i prostu ulica niska i potem skęczać prawo za hotelu ulica nazywa się jul ulica julisze juliusze slowackiego i prostu prostu prostu obok restoracja skole uniwersitet i sklepu za sklepu skręczać lewo ulica dobra i obok sklepu i park jest dom
GE,4109,julisze,,
GE,4109,slowackiego,,
GE,4109,restoracja,,
GE,4109,skole,,
GE,4109,uniwersitet,,
GE,4109,skręczać,,
GE,4112,ulicza,na ulicza stede i idzie na ulicza niska za spitalu i skredensza a prawo nazywasz się na ulicza julusza slovatiego ic prosto prosto obok skola obok uniwersyteczna obok teatry skręcza na lewo za ulica dobra i stede a lewo,na ulicza stery idź na ulica niska za spitalu i skrencza a prawo nazywa sien ta ulica julusza slowakiego idź prosto prosto obok skola obok uniwersitecia obok teatre skrencza na lewo za ulica dobra i ulica dobra stery a lewo
GE,4112,spitalu,,
GE,4112,skrencza,,
GE,4112,sien,,
GE,4112,julusza,,
GE,4112,slowakiego,,
GE,4112,skola,,
GE,4112,uniwersitecia,,
GE,4112,teatre,,
GE,4112,skrencza,,
GE,4113,sztery,tak ulicza dobra cztery jest obok parku i obok sklep proszę iść prosto i za szpitalem skręcić naprawo iść prosto iść przeżywania prosto i obok szkola i uniwersytet i za sklepem skręcić na lewu na ulicza dobra i ulicza dobra cztery jest na lewu,tak ulica dobra sztery jest obuk parku i obok sklep proszę idź prosto i za szpitalem skręc skręcić na prawo i idź prosto i szyżowanie prosto idź prostu prosto i obok szkula i uniwezitet i za sklepem skręcić na lewo na ulicza dobra i ulicza dobra sztery jest na lewo
GE,4113,obuk,,
GE,4113,skręc,,
GE,4113,szyżowanie,,
GE,4113,szkula,,
GE,4113,uniwezitet,,
GE,4113,ulicza,,
GE,4113,ulicza,,
GE,4113,sztery,,
GE,4120,prosztę,proszę idź prosto ulicza niska za za spital proszę idź sterecz a prawo ulicza juliska słowajeku proszę idź prosto i za sklep proszę idź sterecz a lewo ulicza dobra i a lewo jest dom numea stere,prosztę idź prosto ulicza niska za za spitae proszę idź steryć a prawo ulicza juliska slowajego slowakiego proszę idź prosto prosto prosto i za sklep proszę idź styryć a lewo ulicza dobra i a lewo jest dom nume sztery
GE,4120,ulicza,,
GE,4120,spitae,,
GE,4120,steryć,,
GE,4120,ulicza,,
GE,4120,juliska,,
GE,4120,slowajego,,
GE,4120,slowakiego,,
GE,4120,styryć,,
GE,4120,ulicza,,
GE,4120,nume,,
GE,4120,sztery,,
GE,4119,nazewa,proszę iść prosto ulica nazeważe ulica niska zna spitalem skręczać na brawo i ulica nazeważe ulica julijska słowakiego tam ulica iść proszę i proszę zna restauracja zna czeczołanie i zna obok biblioteka i skole i uniwersytety zna sklepu skręcić na lewo ulica nazeważe ulica dobra iść prosto i na lewo iść dom kowalska ulica dobra czery,stasza okej proszę iść prosto ulica nazewa się ulica niska zna spitalem skręczać na prawo i ulica nazywa się ulica juliszka slowi slowakiego tam ulica iść proszę i proszę sna restauracja sna czeczełanie i sna biblio obok biblioteka i skole i uniwersitete i sna sklepu skręcić na lewo ulica nazywa się ulica dobra i idź prosto i na lewo jest dom kowalska ulica dobra cziery
GE,4119,spitalem,,
GE,4119,skręczać,,
GE,4119,juliszka,,
GE,4119,slowi,,
GE,4119,slowakiego,,
GE,4119,sna,,
GE,4119,sna,,
GE,4119,czeczełanie,,
GE,4119,sna,,
GE,4119,skole,,
GE,4119,uniwersitete,,
GE,4119,sna,,
GE,4119,cziery,,
GE,4117,ulicon,proszę iść prosto ulicę niską za spitalem skręcić na prawo iść prosto i prosto i prosto za szeżowanie i obok sklepu i za sklepem skręcić na lewo i to jest na lewo dom rodziny kowalewskiej na ulica dobra nr 4,proszę idź prosto ulicon niskon za spitalem skręcić na prawo idź prosto i prosto i prosto za szyżowanie i obok skoly i obo obok sklepu i za sklepem skręcić na lewo i to jes na lewo dom rodziny kowalski na ulica dobra nume sztery
GE,4117,niskon,,
GE,4117,spitalem,,
GE,4117,szyżowanie,,
GE,4117,skoly,,
GE,4117,obo,,
GE,4117,jes,,
GE,4117,nume,,
GE,4117,sztery,,
GE,4103,skręczyć,proszę iść prosto na ulicę niska i za szpitalem proszę skręczać prawo nazywasz je ulica jujusza słowackiego i proszę iść prosto obok restauracji obok teatru obok uniwersytetu i za sklepem proszę iść proszę skręczać w lewu nazywasz je ulica dobrej i między parku i sklepem jest ulica dobrej numa stery na lewu,proszę idź prosto na ulicy niskie i za szpitalem proszę skręczyć w prawo nazywa się ulica juliusza slowackiego proszę idź prosto obok restaracja obok teatu obok uniwesytietu i za sklepem proszę idź proszę skręczać w lewo nazywa się ulica dobra między parku i sklepu jest ulica dobra numa stery na lewo
GE,4103,slowackiego,,
GE,4103,restaracja,,
GE,4103,teatu,,
GE,4103,uniwesytietu,,
GE,4103,skręczać,,
GE,4103,numa,,
GE,4106,ulicza,gręcić na prawo po prostu ulicza nazywa się niska z hospitalem gręcić na prawo po prostu ulica nazywa się juliusza sława jego po prostu żyjeżdżowanie po prostu obiek uniwezy obiek teatry za sklepu gręcić na lewo ulica nazywa się dobra do mnie jest ulicza dobra stery jest za sklepu na lewo,kręcić na prawo prosto ulicza nazywa zię niska za hospitalem kręcić na prawo prosto ulica nazywa się juliusza sławagiego prosto rzeżowanie prosto obek uniwezite obek teatre za sklepu kręcić na lewo ulica nazywa zię dobra dom jest ulicza dobra stery jest za sklepu na lewo
GE,4106,zię,,
GE,4106,hospitalem,,
GE,4106,sławagiego,,
GE,4106,rzeżowanie,,
GE,4106,obek,,
GE,4106,uniwezite,,
GE,4106,obek,,
GE,4106,teatre,,
GE,4106,zię,,
GE,4106,ulicza,,
GE,4116,ste,ulica dobrej stery ja wiem proszę iść prosto ulica nazywa się niska obok spitala za spitalu proszę iść skręczać na prawo ulica nazywa się juliusza słowackiego proszę iść prosto obok restauracje obok zgoły i obok teatrem obok sklepu i za sklepem proszę skręczać na lewo dom kowalski jest na lewo,ulica dobrej ste dobra stery ja wiem proszę idź prosto ulica nazywa się niska obok spitala za spitalu proszę skręczić na prawo ulica nawy nazywa się juliusza słowackiego proszę ic idź prosto obok restoracje obok skoły i obe obok teatrem obok sklepu i za sklepem proszę skręczać na lewo dom kowalski jest na lewo
GE,4116,spitala,,
GE,4116,spitalu,,
GE,4116,skręczić,,
GE,4116,restoracje,,
GE,4116,skoły,,
GE,4116,skręczać,,
GE,4114,ospi,dobrze proste idzie prosto za hospitalem chęczać prawo ulica nazywa się ulica juliustie słowakiego idzie prosto obok biblioteku skuł i teatru za sklepem skręczać blewo ulica nazywa się ulica dobra ulica dobra no mestere jest na lewu obok parku i obok sklepu,dobrze proszę idź prosto i za ospi za spitalem kręczacz pre prawo i ulica nazywa się ulica juliuse słowakiego i idź prosto prosto obok biblioteku i skul skul i teatru i za sklepu za sklepem skręczać w lewo ulica nazywa się ulica dobra i ulica dobra nume stery jest na lewo obok parku i obok sklepu
GE,4114,spitalem,,
GE,4114,kręczacz,,
GE,4114,juliuse,,
GE,4114,słowakiego,,
GE,4114,biblioteku,,
GE,4114,skręczać,,
GE,4114,nume,,
GE,4110,szię,proszę iść prosto ulica nazywa się niska za szpital proszę skręczać w prawo proszę iść prosto ulica nazywa się juliusa słowackiego proszę iść prosto obok szkoła obok uniwersytet obok teatry za sklepu proszę skręczać w lewo proszę iść prosto ulica nazywa się dobra obok parku i obok sklepu jest dom ulica dobra cztery,proszę idź prostu ulica nazywa szię niska za szpital proszę skręczać w prewo w prawo proszę idź prosto ulica nazywa się juliusa słowackiego proszę idź prosto obok szkoła obok uniwersitet obok tieatre i za sklepu proszę skręczać w lewo i proszę idź prosto ulica nazywa się dobra i obok parku i obok sklepu jest jest dom ulica dobra cztery
GE,4110,skręczać,,
GE,4110,prewo,,
GE,4110,juliusa,,
GE,4110,uniwersitet,,
GE,4110,tieatre,,
GE,4110,skręczać,,
GE,4122,spitalem,proszę idź prosto ulica nazywa się ulicaniska i za spitalem proszę skręcić prosto prawo ulica nazywa się juliusz słowackiego iść prosto i prosto obok szpitalem obok restauracja obok uniwersytet i za sklep proszę skręcić w lewo ulica dobra i numer 4 jest na lewo,proszę idź prosto ulica nazywa się ulica niska i za spitalem proszę skręcić prosto w prawo ulica nazywa się uli juliusza slowackiego i idź prosto i prosto obok szpitalem obok restoracja obok uniwersitet i za sklepem proszę skręcić w lewo ulica dobra i numero cztery jest na lewo
GE,4122,slowackiego,,
GE,4122,restoracja,,
GE,4122,uniwersitet,,
GE,4122,numero,,
GE,4105,szpitaem,proszę prosto i za szpital skręczak naprewo a ulica na zawazcie juliuszcza słowakiego i prosz prosty obok restauracja obok biblioteka obok skole obok sklep a za sklep skręczak na lewo a ulica na zawazcie dobra i za sklep ulica na zawazcie dobra sterek a za dom jest na lewo,proszę proste prosta i za szpitaem skręczak na prewo ulica nazawa się juliusza slowakiego i prosz proste obok restoracja obok biblioteka obok skole obok sklep a za sklep skręczek na lewo ulica nazawa się dobra i za sklep ulica nazawa stę dobra sterek a zdom est na lewo
GE,4105,skręczak,,
GE,4105,prewo,,
GE,4105,nazawa,,
GE,4105,slowakiego,,
GE,4105,prosz,,
GE,4105,restoracja,,
GE,4105,skole,,
GE,4105,skręczek,,
GE,4105,nazawa,,
GE,4105,nazawa,,
GE,4105,stę,,
GE,4105,sterek,,
GE,4105,zdom,,
GE,4123,skręczać,proszę iść prosto i za spitalu skręczać na prawo proszę iść prosto prosto prosto obok restorancja obok skola obok uniwersytet za sklepu proszę skręczać na lewo i dom jest na lewo obok sklepu i obok parku,okej idź proszę idź prosto i za szpitalu skręczać na prawo proszę idź prosto prosto prosto obok resorancja obok skola obok uniwerzitet za sklepu proszę skręczać na lewo i dom jest na lewo obok sklepu i obok parku
GE,4123,resorancja,,
GE,4123,skola,,
GE,4123,uniwerzitet,,
GE,4123,skręczać,,
GE,4104,szpita,proszę ić po sło za szpitalu proszę skręcać prawo ulica nazywa się julicka słowackiego proszę ić po sło i po sło obec szkole i obec teatr i obec slepu i proszę skręcać na lewo ulica nazywa się dobra dom kowalski jest na lewo,proszę idź prosto za szpita szpitalu proszę skręcać prawo ulica nazywa się juli julicka slowackiego proszę idź prosto i prosto obek skole i obek teatre i obek slepu i proszę skręcać na lewo ulica nazywa się dobra i dom kowalski jest na lewo
GE,4104,julicka,,
GE,4104,slowackiego,,
GE,4104,obek,,
GE,4104,skole,,
GE,4104,obek,,
GE,4104,teatre,,
GE,4104,obek,,
GE,4104,slepu,,
GE,4115,nażewa,proszę iść proto ulica na żywę ulica niska na szpitalę proszę skręcić prawo ulica na żywę słowakiego proszę iść proto proto obok restauracji obok biblioteku obok szkolu obok teatru i na sklepie proszę skręcić lewo ulica na żywę ulica dobra i ulica dobra stere i jest na lewo,proszę iść proto ulica nażewa ulic niska zna spitale proszę sre skręcić prawo ulica nażewa liżewe slowakiego proszę iśt proto proto obok res restorac restoracu obok biblioteku obok szkolu obok teatru i zna sklepiem proszę skręcić lewo ulisa nażewa ulica dobra i ulisa dobra stery jes na lewo
GE,4115,spitale,,
GE,4115,sre,,
GE,4115,nażewa,,
GE,4115,liżewe,,
GE,4115,slowakiego,,
GE,4115,iśt,,
GE,4115,restorac,,
GE,4115,restoracu,,
GE,4115,biblioteku,,
GE,4115,szkolu,,
GE,4115,sklepiem,,
GE,4115,ulisa,,
GE,4115,nażewa,,
GE,4115,ulisa,,
GE,4115,jes,,
GE,4102,sztery,ulica dobrej cztery jest obok sklep tu i obok parku i za kinem i za teatrem proszę iść prosto za szpital proszę skręczyć w prawo iść prosto iść prosto i obok szkola i obok uniwersytet iść prosto iść za sklep proszę skręczać w lewo i dom jest na lewo,ulica dobra sztery jest obok sklepu i obok parku i za kinem i za teatrem proszę iść prastu za szpitale proszę skręcić w prawo i idź prosto i prosto i obok szkola i obok uniwersitet i prosto i za sklep proszę skręczać w lewo i dom jest na lewo
GE,4102,prastu,,
GE,4102,szkola,,
GE,4102,uniwersitet,,
GE,4102,skręczać,,
